סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
295 ,כפר רופין ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,629 ,42 ,143 ,204 ,91 ,35 ,114
296 ,נווה איתן ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,309 ,33 ,53 ,99 ,35 ,22 ,67
297 ,כפר מסריק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,886 ,63 ,170 ,285 ,132 ,62 ,174
298 ,מסילות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,605 ,44 ,105 ,149 ,72 ,46 ,189
300 ,דליה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1054 ,79 ,233 ,306 ,147 ,67 ,222
301 ,בית עוזיאל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,696 ,49 ,152 ,222 ,105 ,78 ,90
302 ,דפנה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1097 ,80 ,225 ,407 ,142 ,60 ,183
303 ,דן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,887 ,74 ,191 ,321 ,106 ,45 ,150
304 ,שדה אליהו ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,963 ,103 ,187 ,381 ,64 ,63 ,165
305 ,גשר ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,555 ,50 ,88 ,171 ,54 ,40 ,152
306 ,שדמות דבורה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,803 ,40 ,218 ,210 ,165 ,59 ,111
307 ,הזורעים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,1261 ,181 ,430 ,399 ,105 ,31 ,115
308 ,מחניים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,867 ,43 ,223 ,249 ,123 ,63 ,166
309 ,נהורה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1290 ,91 ,271 ,476 ,149 ,133 ,170
310 ,כפר גליקסון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,455 ,29 ,117 ,123 ,64 ,35 ,87
311 ,גן שורק ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,373 ,31 ,81 ,105 ,56 ,34 ,66
312 ,נווה ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,382 ,34 ,96 ,111 ,54 ,26 ,61
313 ,אפק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,847 ,56 ,225 ,255 ,131 ,48 ,132
315 ,נגבה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1094 ,55 ,287 ,312 ,192 ,57 ,191
316 ,כפר נטר ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1085 ,73 ,272 ,324 ,188 ,82 ,146
317 ,בית אורן ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,577 ,63 ,110 ,204 ,56 ,49 ,95
318 ,עמיעוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,329 ,28 ,60 ,114 ,38 ,39 ,50
319 ,עמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,739 ,47 ,139 ,236 ,96 ,63 ,158
320 ,כפר ורבורג ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1211 ,79 ,276 ,385 ,187 ,107 ,177
322 ,בית הלל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,1107 ,73 ,174 ,578 ,110 ,45 ,127
324 ,שאר ישוב ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,778 ,45 ,116 ,389 ,84 ,49 ,95
325 ,מצובה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1344 ,39 ,318 ,435 ,250 ,113 ,189
326 ,בית יצחק-שער חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,2381 ,172 ,513 ,675 ,342 ,202 ,477
327 ,שדות ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1169 ,107 ,272 ,380 ,150 ,69 ,191
328 ,עזוז ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,95 ,8 ,13 ,40 ,9 ,15 ,10
329 ,שדה נחמיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1192 ,59 ,287 ,384 ,193 ,96 ,173
330 ,אלומות ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,520 ,39 ,144 ,160 ,67 ,26 ,84
331 ,ניר צבי ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1317 ,87 ,312 ,368 ,200 ,102 ,248
334 ,קבוצת יבנה ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,853 ,81 ,182 ,285 ,72 ,63 ,170
335 ,רמת השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1226 ,79 ,274 ,360 ,226 ,80 ,207
336 ,דורות ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,880 ,66 ,200 ,291 ,105 ,35 ,183
338 ,איבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,592 ,39 ,157 ,304 ,62 ,17 ,13
339 ,רמת צבי ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,805 ,72 ,238 ,230 ,107 ,44 ,114
340 ,גת )קיבוץ( ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1039 ,73 ,288 ,278 ,163 ,67 ,170
342 ,גברעם ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,753 ,76 ,230 ,254 ,82 ,39 ,72
343 ,חמדיה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,529 ,48 ,113 ,170 ,72 ,30 ,96
344 ,מענית ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,961 ,70 ,251 ,300 ,131 ,62 ,147
345 ,כפר סאלד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,720 ,48 ,165 ,231 ,107 ,53 ,116
346 ,גליל ים ,51 ,תל אביב ,57 ,הרצליה ,19 ,חוף השרון ,581 ,62 ,136 ,184 ,60 ,46 ,93
347 ,מנרה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,322 ,35 ,55 ,119 ,24 ,26 ,63
348 ,ניר עם ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,796 ,82 ,169 ,321 ,66 ,60 ,98
351 ,ניצן ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,2693 ,233 ,795 ,976 ,246 ,209 ,234
352 ,גבולות ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,518 ,35 ,114 ,165 ,51 ,43 ,110
353 ,בית זיד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,123 ,4 ,15 ,29 ,13 ,18 ,44
354 ,רביבים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,960 ,57 ,154 ,353 ,102 ,82 ,212
355 ,חורשים ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,433 ,25 ,79 ,125 ,58 ,50 ,96
356 ,הגושרים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1341 ,118 ,295 ,500 ,151 ,106 ,171
357 ,כפר בלום ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1053 ,63 ,227 ,291 ,172 ,57 ,243
358 ,יד מרדכי ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1030 ,81 ,174 ,341 ,128 ,62 ,244
359 ,ניצנים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,739 ,75 ,191 ,224 ,70 ,38 ,141
360 ,גבעת ניל"י ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,641 ,43 ,132 ,216 ,94 ,62 ,94
362 ,רוחמה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,831 ,64 ,178 ,245 ,124 ,38 ,182
363 ,חפץ חיים ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,730 ,104 ,235 ,245 ,50 ,22 ,74
364 ,כפר אוריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,857 ,43 ,248 ,240 ,167 ,68 ,91
365 ,בית קשת ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,842 ,50 ,249 ,216 ,148 ,71 ,108
366 ,שמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,994 ,70 ,189 ,338 ,116 ,104 ,177
367 ,עין העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,847 ,63 ,164 ,284 ,120 ,83 ,133
368 ,ביריה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,930 ,92 ,218 ,315 ,89 ,66 ,150
369 ,גלעד )אבן יצחק( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,592 ,45 ,141 ,151 ,93 ,38 ,124
370 ,גזר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,565 ,46 ,86 ,207 ,41 ,44 ,141
371 ,כדורי ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,91 ,2 ,27 ,34 ,13 ,3 ,12
372 ,רמות נפתלי ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,613 ,37 ,90 ,216 ,84 ,79 ,107
373 ,בית הלוי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,814 ,59 ,194 ,246 ,122 ,59 ,134
374 ,חוקוק ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,814 ,50 ,232 ,237 ,124 ,59 ,112
375 ,מגל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1407 ,72 ,363 ,407 ,285 ,111 ,169
376 ,עברון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1059 ,95 ,221 ,348 ,141 ,61 ,193
377 ,המעפיל ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,1052 ,78 ,254 ,324 ,169 ,85 ,142
378 ,משגב עם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,398 ,30 ,65 ,183 ,33 ,34 ,53
379 ,גאולים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,982 ,69 ,193 ,307 ,145 ,108 ,160
380 ,להבות הבשן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,956 ,40 ,198 ,312 ,131 ,110 ,165
382 ,מכמורת ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1552 ,97 ,339 ,439 ,242 ,126 ,309
383 ,עין הנצי"ב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,767 ,90 ,215 ,254 ,54 ,38 ,116
385 ,עמיעד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,711 ,60 ,141 ,216 ,83 ,53 ,158
386 ,בני דרור ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1259 ,64 ,214 ,276 ,113 ,98 ,494
387 ,כפר מונש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,929 ,73 ,227 ,268 ,138 ,77 ,146
388 ,כפר קיש ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,815 ,55 ,229 ,241 ,125 ,66 ,99
389 ,בצרה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1103 ,77 ,248 ,324 ,156 ,128 ,170
390 ,רגבה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1097 ,51 ,213 ,335 ,154 ,93 ,251
392 ,קדמה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,27 ,2 ,6 ,10 ,4 ,0 ,5
393 ,גלאון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,749 ,57 ,205 ,192 ,95 ,49 ,151
394 ,שובל ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1002 ,88 ,242 ,286 ,148 ,71 ,167
395 ,משמר הנגב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1346 ,89 ,309 ,377 ,182 ,110 ,279
396 ,נבטים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1160 ,93 ,250 ,413 ,144 ,106 ,154
397 ,חצרים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1148 ,82 ,219 ,368 ,132 ,106 ,241
398 ,שרשרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,427 ,51 ,98 ,144 ,38 ,36 ,60
399 ,בארי ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1220 ,103 ,268 ,439 ,127 ,95 ,188
400 ,אבן שמואל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,2024 ,189 ,667 ,710 ,239 ,86 ,133
402 ,ניר יצחק ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,702 ,48 ,117 ,249 ,59 ,58 ,171
403 ,אורים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,605 ,40 ,77 ,193 ,64 ,51 ,180
405 ,נווה אילן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1115 ,63 ,243 ,343 ,174 ,80 ,212
406 ,חצור-אשדוד ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1080 ,85 ,221 ,341 ,137 ,52 ,244
407 ,דברת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,678 ,67 ,198 ,202 ,90 ,33 ,88
408 ,נאות מרדכי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,802 ,71 ,180 ,260 ,88 ,46 ,157
409 ,יחיעם ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,946 ,45 ,246 ,277 ,177 ,38 ,163
412 ,קרית שלמה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,6 ,0 ,0 ,0 ,0 ,1 ,5
413 ,צאלים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,513 ,26 ,95 ,147 ,85 ,42 ,118
414 ,קלחים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,648 ,57 ,186 ,198 ,120 ,29 ,58
415 ,שוקדה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,790 ,116 ,321 ,265 ,33 ,23 ,32
416 ,מעין ברוך ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,865 ,58 ,150 ,386 ,78 ,55 ,138
417 ,יקום ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,881 ,78 ,197 ,263 ,148 ,43 ,152
418 ,בני ציון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1157 ,70 ,247 ,364 ,159 ,138 ,179
419 ,סעד ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,1024 ,109 ,256 ,369 ,92 ,54 ,144
421 ,משאבי שדה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,652 ,48 ,130 ,200 ,62 ,68 ,144
422 ,חרב לאת ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,884 ,72 ,198 ,264 ,130 ,78 ,142
423 ,העוגן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,983 ,63 ,220 ,265 ,149 ,51 ,235
424 ,גבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,702 ,53 ,135 ,261 ,99 ,68 ,86
425 ,משמרת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,956 ,52 ,211 ,301 ,159 ,126 ,107
426 ,עין כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,827 ,47 ,196 ,245 ,166 ,71 ,102
427 ,כפר גלים ,31 ,חיפה ,31 ,חיפה ,15 ,חוף הכרמל ,171 ,11 ,36 ,80 ,26 ,9 ,9
428 ,ברור חיל ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1173 ,64 ,247 ,371 ,169 ,110 ,212
429 ,אלוני אבא ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1029 ,36 ,228 ,327 ,193 ,122 ,123
430 ,בית לחם הגלילית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,869 ,64 ,176 ,282 ,98 ,84 ,165
431 ,דלתון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1025 ,121 ,216 ,394 ,94 ,109 ,91
432 ,שמרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,723 ,50 ,184 ,218 ,92 ,43 ,136
433 ,נחשולים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,791 ,54 ,191 ,241 ,115 ,73 ,117
434 ,החותרים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,954 ,89 ,237 ,293 ,123 ,55 ,157
435 ,נצר סרני ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1155 ,123 ,307 ,333 ,157 ,44 ,191
436 ,עין דור ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1423 ,79 ,335 ,397 ,192 ,119 ,301
437 ,רשפים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1270 ,126 ,417 ,408 ,149 ,55 ,115
439 ,שלוחות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,576 ,69 ,149 ,179 ,16 ,40 ,123
440 ,יסודות ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,841 ,116 ,337 ,259 ,49 ,15 ,65
442 ,גדעונה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,541 ,54 ,151 ,183 ,69 ,24 ,60
443 ,כפר הנשיא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,975 ,59 ,170 ,273 ,117 ,101 ,255
444 ,רגבים ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,751 ,59 ,188 ,195 ,111 ,47 ,151
445 ,רמות מנשה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1488 ,82 ,375 ,464 ,263 ,123 ,181
446 ,אודים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1145 ,93 ,234 ,360 ,174 ,115 ,169
447 ,נורדיה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2034 ,135 ,346 ,492 ,195 ,158 ,708
448 ,בני עטרות ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,891 ,73 ,206 ,284 ,130 ,68 ,130
449 ,נחלים ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1493 ,182 ,375 ,481 ,138 ,84 ,233
450 ,בארות יצחק ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,583 ,61 ,99 ,186 ,51 ,46 ,140
452 ,יזרעאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,812 ,47 ,147 ,190 ,137 ,71 ,220
453 ,יפתח ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,790 ,43 ,165 ,271 ,101 ,58 ,152
454 ,סער ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1057 ,72 ,259 ,340 ,173 ,90 ,123
456 ,שורש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1289 ,59 ,173 ,264 ,109 ,108 ,576
457 ,גזית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,940 ,69 ,194 ,280 ,131 ,71 ,195
460 ,רמת רזיאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,703 ,41 ,151 ,216 ,100 ,62 ,133
462 ,טל שחר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1256 ,105 ,318 ,402 ,177 ,102 ,152
463 ,געתון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,877 ,64 ,205 ,261 ,134 ,53 ,160
464 ,הראל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,364 ,35 ,62 ,99 ,41 ,34 ,93
465 ,צובה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,816 ,51 ,138 ,292 ,99 ,80 ,156
466 ,בית דגן ,43 ,רמלה ,43 ,רמלה ,0 , ,7661 ,584 ,1487 ,2737 ,971 ,827 ,1055
469 ,קרית עקרון ,44 ,רחובות ,44 ,רחובות ,0 , ,11214 ,869 ,2148 ,3923 ,1258 ,1095 ,1921
472 ,אבו גוש ,11 ,ירושלים ,11 ,ירושלים ,0 , ,8860 ,841 ,2022 ,3585 ,932 ,697 ,783
473 ,אבו סנאן ,24 ,עכו ,24 ,עכו ,0 , ,14791 ,1263 ,2971 ,6287 ,1789 ,1193 ,1288
475 ,דחי ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,770 ,54 ,151 ,320 ,112 ,60 ,73
478 ,אכסאל ,23 ,עפולה ,23 ,עפולה ,0 , ,16163 ,1493 ,3824 ,6820 ,1832 ,1192 ,1002
480 ,בית ג'ן ,24 ,עכו ,20 ,כרמיאל ,0 , ,12988 ,1022 ,2492 ,5618 ,1585 ,1082 ,1189
481 ,מגאר ,22 ,כנרת ,22 ,טבריה ,0 , ,25016 ,2156 ,5249 ,10927 ,2883 ,1978 ,1823
482 ,בועיינה-נוג'ידאת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,11132 ,1064 ,2631 ,4914 ,1222 ,717 ,584
483 ,בענה ,24 ,עכו ,24 ,עכו ,0 , ,8908 ,724 ,1924 ,3902 ,1072 ,680 ,606
485 ,ג'ולס ,24 ,עכו ,24 ,עכו ,0 , ,6995 ,565 ,1279 ,3003 ,886 ,636 ,626
487 ,ג'ש )גוש חלב( ,21 ,צפת ,21 ,צפת ,0 , ,3444 ,222 ,593 ,1308 ,460 ,397 ,464
489 ,דבוריה ,23 ,עפולה ,23 ,עפולה ,0 , ,11364 ,1006 ,2506 ,4746 ,1237 ,1016 ,853
490 ,דייר אל-אסד ,24 ,עכו ,24 ,עכו ,0 , ,13695 ,1188 ,3135 ,5955 ,1513 ,950 ,954
492 ,דייר חנא ,24 ,עכו ,24 ,עכו ,0 , ,11451 ,907 ,2368 ,4932 ,1329 ,992 ,923
493 ,דייר ראפאת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,90 ,5 ,27 ,37 ,12 ,3 ,6
494 ,דאלית אל-כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,18843 ,1377 ,3677 ,7461 ,2578 ,1798 ,1952
496 ,חורפיש ,24 ,עכו ,24 ,עכו ,0 , ,7102 ,624 ,1461 ,3027 ,885 ,554 ,551
497 ,טייבה )בעמק( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2108 ,254 ,497 ,898 ,214 ,136 ,109
498 ,טורעאן ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,15742 ,1421 ,3739 ,6561 ,1714 ,1199 ,1108
499 ,יפיע ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,20747 ,1853 ,4509 ,8564 ,2416 ,1748 ,1657
502 ,ירכא ,24 ,עכו ,24 ,עכו ,0 , ,17125 ,1457 ,3772 ,7417 ,1947 ,1316 ,1216
504 ,כאבול ,24 ,עכו ,24 ,עכו ,0 , ,13456 ,1190 ,3120 ,5705 ,1551 ,1059 ,831
505 ,כאוכב אבו אל-היג'א ,24 ,עכו ,24 ,עכו ,0 , ,4175 ,316 ,938 ,1704 ,537 ,345 ,335
507 ,כפר יאסיף ,24 ,עכו ,24 ,עכו ,0 , ,11290 ,803 ,2164 ,4587 ,1369 ,1073 ,1294
508 ,כפר כמא ,22 ,כנרת ,22 ,טבריה ,0 , ,3726 ,320 ,666 ,1471 ,435 ,299 ,535
509 ,כפר כנא ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,25300 ,2552 ,5984 ,10650 ,2629 ,1760 ,1725
510 ,כפר מנדא ,24 ,עכו ,25 ,נוף הגליל ,0 , ,22774 ,2494 ,5638 ,10029 ,2140 ,1373 ,1100
511 ,עילוט ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9358 ,988 ,2327 ,3959 ,1020 ,611 ,453
512 ,כפר מצר ,25 ,נצרת ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2940 ,282 ,653 ,1265 ,332 ,223 ,185
514 ,עין ראפה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1382 ,125 ,335 ,584 ,142 ,101 ,95
516 ,מג'ד אל-כרום ,24 ,עכו ,24 ,עכו ,0 , ,16509 ,1262 ,3611 ,7196 ,2003 ,1276 ,1161
517 ,מזרעה ,24 ,עכו ,24 ,עכו ,0 , ,4343 ,407 ,827 ,1844 ,420 ,405 ,440
518 ,מעיליא ,24 ,עכו ,24 ,עכו ,0 , ,3441 ,220 ,552 ,1287 ,498 ,347 ,537
520 ,משהד ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9462 ,934 ,2317 ,4101 ,907 ,602 ,601
521 ,עין נקובא ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,4271 ,533 ,1187 ,1786 ,382 ,211 ,172
522 ,נחף ,24 ,עכו ,20 ,כרמיאל ,0 , ,14629 ,1383 ,3528 ,6422 ,1549 ,945 ,802
523 ,ניין ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2160 ,231 ,429 ,908 ,250 ,157 ,185
524 ,נאעורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2627 ,247 ,679 ,1093 ,293 ,158 ,157
525 ,סאג'ור ,24 ,עכו ,20 ,כרמיאל ,0 , ,4650 ,405 ,938 ,2087 ,602 ,317 ,301
526 ,סולם ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,3184 ,297 ,702 ,1345 ,357 ,237 ,246
527 ,שזור ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,360 ,24 ,59 ,122 ,37 ,34 ,84
528 ,עוזייר ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,3662 ,436 ,875 ,1580 ,387 ,204 ,180
529 ,אעבלין ,24 ,עכו ,24 ,עכו ,0 , ,14175 ,1102 ,3103 ,5844 ,1731 ,1211 ,1184
530 ,עיילבון ,22 ,כנרת ,22 ,טבריה ,0 , ,6010 ,426 ,1192 ,2415 ,723 ,514 ,740
531 ,עראבה ,24 ,עכו ,24 ,עכו ,0 , ,28913 ,2689 ,7014 ,12292 ,3173 ,1967 ,1778
532 ,עין מאהל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,14761 ,1390 ,3262 ,6288 ,1651 ,1177 ,993
534 ,עספיא ,31 ,חיפה ,31 ,חיפה ,0 , ,13268 ,898 ,2490 ,5275 ,1830 ,1239 ,1536
535 ,פסוטה ,24 ,עכו ,24 ,עכו ,0 , ,3624 ,211 ,634 ,1435 ,482 ,370 ,492
536 ,פקיעין )בוקייעה( ,24 ,עכו ,24 ,עכו ,0 , ,6407 ,452 ,1180 ,2684 ,781 ,593 ,717
537 ,פוריידיס ,32 ,חדרה ,32 ,חדרה ,0 , ,14217 ,1216 ,3450 ,5873 ,1642 ,1082 ,954
538 ,שעב ,24 ,עכו ,24 ,עכו ,0 , ,8090 ,811 ,1780 ,3459 ,918 ,663 ,459
539 ,רומאנה ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,1364 ,144 ,337 ,632 ,120 ,80 ,51
